Q1,Q2,Q3,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q6_1_a,Q6_1_b,Q6_2_a,Q6_2_b,Q6_3_a,Q6_3_b,Q6_4_a,Q6_4_b,Q6_5_a,Q6_5_b,Q6_6_a,Q6_6_b,Q7,Q7_1_a,Q7_1_b,Q7_2_a,Q7_2_b,Q7_3_a,Q7_3_b,Q7_4_a,Q7_4_b,Q7_5_a,Q7_5_b,Q7_6_a,Q7_6_b,Q8,Q8_1_a,Q8_1_b,Q8_2_a,Q8_2_b,Q8_3_a,Q8_3_b,Q8_4_a,Q8_4_b,Q8_5_a,Q8_5_b,Q8_6_a,Q8_6_b,Q9,Q9_1_a,Q9_2_a,Q9_3_a,Q9_4_a,Q9_5_a,Q9_6_a,Q10,Q10_1_a,Q10_2_a,Q10_3_a,Q10_4_a,Q10_5_a,Q10_6_a,Q11,Q11_1_a,Q11_2_a,Q11_3_a,Q11_4_a,Q11_5_a,Q11_6_a,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q15,Q16,Q17,Q18,Q19,Q19_1
1,62fd72102d45eae69dff5937,,6,5,5,5,5,5,5,,4,5,5,5,2,5,5,,3,4,5,5,6,5,,5,2,6,1,6,1,1,1,3,2,1,2,,6,1,4,1,6,1,5,1,4,1,5,1,,6,1,6,1,6,1,1,1,6,1,6,1,,1,1,1,1,1,2,,1,1,2,1,1,1,,2,1,1,2,1,1,1,45,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,,9
1,5c2e33e751dcf20001b3204d,,5,6,4,6,6,3,6,,5,3,3,6,2,5,5,,3,2,5,4,6,6,,5,1,6,1,6,1,4,2,6,1,6,1,,4,2,6,1,6,1,5,1,6,1,6,1,,6,1,6,1,5,1,6,1,6,1,6,2,,2,1,1,2,1,1,,2,1,1,2,2,1,,1,1,2,1,1,2,2,34,1,0,0,0,0,0,0,0,0,0,0,4,2,1,2,,6
1,6081927660b125bdbfdf4fc9,,4,5,5,5,5,5,4,,4,2,5,5,2,4,4,,2,5,4,4,5,5,,4,1,4,2,5,1,3,2,4,2,4,2,,1,2,5,1,5,1,5,1,5,1,5,1,,5,2,5,1,5,1,5,1,5,1,5,1,,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,1,48,0,0,0,0,0,0,0,1,0,0,0,5,2,2,7,,4
1,5c26ac6163e1d8000103824f,,3,5,2,5,5,3,5,,3,2,3,4,2,2,2,,2,2,3,2,3,4,,4,1,4,1,5,1,3,1,3,1,6,1,,1,2,3,1,4,1,4,1,4,1,3,1,,5,1,5,1,4,1,4,2,4,2,3,2,,1,1,1,1,1,1,,2,1,1,1,2,2,,2,1,2,2,1,2,2,43,1,0,0,0,0,0,0,0,0,0,0,2,1,1,9,,5
1,5e21df1829db4f0213fb4e67,,5,4,6,4,5,4,4,,4,3,3,4,2,3,3,,2,2,4,5,4,5,,6,1,6,1,6,1,1,2,5,1,5,1,,5,1,6,1,5,1,5,1,6,2,6,2,,4,1,4,1,6,1,6,1,6,2,6,1,,1,1,1,2,1,1,,1,1,1,1,2,2,,2,1,2,1,1,1,2,64,1,0,0,0,0,0,0,0,0,0,0,3,2,1,2,,7
1,62a883ea89c84208d67468ab,,4,4,4,3,5,4,4,,5,3,4,5,2,5,4,,2,4,4,5,4,4,,5,1,4,1,5,1,5,1,6,1,5,1,,1,2,5,1,4,1,3,1,5,1,5,1,,4,1,3,1,3,1,5,1,5,1,4,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,33,1,0,0,0,0,0,0,0,0,0,0,4,1,3,3,,5
1,61584e1b67908b0905c47604,,6,6,5,6,4,5,6,,2,2,6,6,2,2,1,,3,4,1,1,6,6,,6,1,4,1,6,1,6,1,4,1,5,1,,1,2,3,1,6,1,2,1,6,1,6,1,,3,2,3,1,3,1,2,1,3,1,3,2,,1,1,1,2,2,2,,2,2,1,2,1,1,,2,2,2,2,1,2,2,40,0,0,1,0,0,0,0,0,0,0,0,6,2,1,9,,1
1,62dacca54ee0d5f38e0cfb9f,,4,3,5,4,6,6,3,,4,6,4,2,3,5,3,,3,1,5,3,5,2,,3,1,4,1,5,1,5,1,5,1,5,1,,1,2,3,1,3,2,2,1,2,1,5,1,,4,1,3,1,2,1,2,2,3,1,2,1,,2,1,1,1,2,1,,2,1,1,2,2,2,,1,1,2,1,2,1,1,26,0,0,0,0,0,0,0,0,0,1,0,6,2,4,9,,6
1,5b98c8c1db823b0001ef5842,,4,3,4,4,5,4,3,,5,4,3,4,3,4,5,,4,3,3,4,3,4,,5,,4,,4,,5,,4,,3,,,4,,5,,3,,4,,4,,4,,,4,,4,,3,,5,,5,,4,,,1,1,2,2,1,1,,1,1,1,1,1,1,,2,1,2,1,2,1,1,42,0,0,0,0,0,0,1,0,0,0,0,5,1,5,9,,6
1,5cdbd587763dd00019702450,,5,6,2,4,5,6,5,,4,4,5,5,5,5,5,,3,4,4,4,4,4,,6,,6,,6,,1,,6,,6,,,1,,5,,5,,6,,6,,6,,,5,,5,,5,,5,,5,,5,,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,37,1,0,0,0,0,0,0,0,0,0,0,5,1,2,9,,1
1,5d73e916515c8b001bed0c5d,,4,5,1,4,4,3,5,,5,3,5,4,4,5,2,,4,4,2,3,6,4,,6,1,5,1,6,1,6,1,6,1,6,1,,1,2,5,1,5,1,4,1,6,1,6,1,,5,1,6,1,6,1,5,2,6,1,5,2,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,33,1,0,0,0,0,0,0,0,0,0,0,2,2,2,9,,4
1,5e15047894d5eeb157532e7f,,6,4,6,5,5,6,5,,5,4,5,5,3,5,6,,3,4,5,5,6,5,,2,1,3,1,1,1,1,1,2,1,1,1,,1,1,2,1,2,1,2,1,2,1,2,1,,2,,2,1,2,,2,1,2,1,3,1,,2,1,1,2,2,2,,2,2,1,2,2,1,,1,2,1,2,2,1,1,34,1,0,0,0,0,0,0,0,0,0,0,4,1,3,9,,7
1,5c5b6b000bed790001ecd46d,,5,5,5,5,5,4,5,,4,4,5,5,3,4,4,,3,4,4,4,5,5,,6,1,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,3,2,2,2,,4,2,4,2,3,2,3,2,3,2,3,2,,1,1,1,1,1,1,,2,1,1,1,2,1,,2,1,1,1,1,1,2,43,0,0,1,0,0,0,0,0,0,0,0,5,1,4,3,,6
1,5ed5554c81c8660c613057d4,,5,6,3,6,5,3,6,,6,3,3,6,1,6,3,,3,3,3,3,6,6,,6,1,6,1,5,1,2,2,3,2,1,2,,1,2,6,1,2,2,4,1,5,1,,2,,4,1,6,1,5,1,6,1,5,1,4,1,,1,1,1,2,2,1,,2,1,2,2,2,2,,2,1,1,1,1,1,1,62,1,0,0,0,0,0,0,0,0,0,0,5,2,2,9,,4
1,5e9aff02f4a78b1a1fe7fc3c,,6,6,5,4,5,2,6,,4,2,5,6,1,4,3,,1,3,5,3,5,6,,5,1,6,1,6,1,3,1,6,1,6,1,,1,1,6,1,5,1,4,1,4,2,5,1,,5,1,5,1,5,1,4,1,6,1,6,1,,2,1,1,2,1,1,,2,1,1,1,1,1,,2,2,1,1,1,1,1,27,1,0,0,0,0,0,0,0,0,0,0,5,2,2,9,,6
1,55c3b47dfdf99b52bdba86da,,4,5,4,4,6,5,6,,5,5,5,6,2,6,3,,2,4,4,3,5,6,,5,1,5,1,6,1,5,1,6,1,5,1,,2,2,5,1,6,1,4,2,4,2,5,1,,4,1,5,1,5,1,5,1,6,1,6,1,,1,1,1,2,1,1,,2,1,1,2,2,1,,2,1,2,1,1,1,2,23,1,0,0,0,0,0,0,0,0,0,0,5,2,3,9,,4
1,59e39cc9c0d35a0001294f20,,6,4,6,1,5,2,3,,2,2,1,5,3,1,6,,3,1,6,6,4,4,,4,1,5,1,5,1,4,2,5,1,6,1,,1,2,5,1,5,1,5,1,6,1,6,1,,5,1,6,1,5,1,6,1,6,1,5,1,,2,1,1,2,1,1,,2,1,2,1,1,1,,1,1,2,1,1,1,1,69,1,0,0,0,0,0,0,0,0,0,0,5,1,2,9,,11
1,5b12f985bd9c31000156ce71,,6,5,4,3,4,3,5,,5,4,5,5,3,6,3,,4,2,4,3,4,5,,5,1,6,1,6,1,2,2,5,1,6,1,,2,2,5,1,4,1,4,2,6,1,6,1,,6,1,5,1,5,2,4,2,5,2,4,1,,1,1,1,2,1,1,,2,1,1,2,1,1,,2,2,1,2,1,1,2,27,0,0,0,0,1,0,0,0,0,0,0,6,2,3,3,,3
1,62fb9e94ca71e648ff41d975,,4,5,2,3,5,2,6,,4,2,4,5,2,4,2,,3,3,2,2,6,6,,6,1,6,1,6,1,2,1,4,1,6,1,,1,2,6,1,6,1,6,1,6,1,6,1,,2,2,6,1,2,1,1,2,3,1,6,1,,2,1,1,2,2,1,,2,1,1,2,2,2,,2,2,2,2,1,2,2,46,1,0,0,0,0,0,0,0,0,0,0,4,2,1,9,,6
