Q1,Q2,Q3,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q4,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q6_1_a,Q6_1_b,Q6_2_a,Q6_2_b,Q6_3_a,Q6_3_b,Q6_4_a,Q6_4_b,Q6_5_a,Q6_5_b,Q6_6_a,Q6_6_b,Q7,Q7_1_a,Q7_1_b,Q7_2_a,Q7_2_b,Q7_3_a,Q7_3_b,Q7_4_a,Q7_4_b,Q7_5_a,Q7_5_b,Q7_6_a,Q7_6_b,Q8,Q8_1_a,Q8_1_b,Q8_2_a,Q8_2_b,Q8_3_a,Q8_3_b,Q8_4_a,Q8_4_b,Q8_5_a,Q8_5_b,Q8_6_a,Q8_6_b,Q9,Q9_1_a,Q9_2_a,Q9_3_a,Q9_4_a,Q9_5_a,Q9_6_a,Q10,Q10_1_a,Q10_2_a,Q10_3_a,Q10_4_a,Q10_5_a,Q10_6_a,Q11,Q11_1_a,Q11_2_a,Q11_3_a,Q11_4_a,Q11_5_a,Q11_6_a,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q15,Q16,Q17,Q18,Q19,Q19_1
1,5d53a50c7c361100012cd0e7,,5,5,5,5,4,4,5,,4,3,3,4,2,4,4,,1,1,5,4,4,5,,4,2,6,1,6,1,3,2,3,2,5,1,,2,2,5,1,5,1,4,2,3,2,4,1,,5,1,5,1,4,2,5,1,4,1,3,2,,1,1,1,2,2,1,,2,1,1,1,2,1,,1,1,1,1,1,1,1,44,1,0,0,0,0,0,0,0,0,0,0,3,2,2,9,,4
1,62ed040473cc253bdb75b3bf,,4,4,5,5,5,4,4,,4,3,4,4,3,5,4,,3,4,3,4,5,5,,3,1,3,1,2,2,2,2,3,1,3,1,,1,2,4,1,2,2,3,2,3,2,4,1,,2,2,3,1,2,1,3,1,2,1,2,1,,2,1,1,1,1,1,,2,1,2,1,1,1,,1,1,1,1,1,1,1,46,1,0,0,0,0,0,0,0,0,0,0,6,1,4,2,,7
1,5fc74458251f3e227721687f,,5,5,4,5,4,4,5,,4,4,4,5,2,4,3,,2,3,6,3,5,6,,3,1,5,1,5,1,1,2,4,1,4,1,,1,2,4,1,4,1,3,1,2,2,5,1,,3,2,5,1,4,2,2,2,2,2,2,2,,1,1,1,2,1,2,,2,1,1,2,2,2,,2,2,2,2,1,2,2,27,1,0,0,0,0,0,0,0,0,0,0,4,2,4,9,,4
1,62b4403257f7d42730f83394,,6,6,6,5,6,4,6,,4,4,3,5,2,3,5,,3,4,5,5,6,5,,4,1,,,6,1,5,1,4,1,6,1,,2,2,4,1,5,1,3,2,4,2,5,1,,3,2,5,1,2,2,5,1,4,1,5,1,,1,1,1,2,1,1,,2,1,1,2,1,1,,2,1,2,1,1,1,1,38,0,0,0,0,0,0,0,0,0,1,0,3,2,4,9,,5
1,5e652009b1074229c1815729,,3,6,3,6,5,3,6,,5,2,5,4,1,5,3,,2,5,2,3,6,4,,6,1,5,1,6,1,5,1,6,1,6,1,,1,2,6,1,5,1,4,1,5,1,6,1,,4,2,5,1,5,1,6,1,6,1,5,1,,2,1,1,1,1,1,,2,1,2,2,2,1,,2,1,2,1,1,2,2,58,1,0,0,0,0,0,0,0,0,0,0,2,2,2,9,,3
1,60dd7657f527b1ce0743259f,,2,4,3,2,4,5,6,,5,5,5,6,1,5,3,,1,5,2,3,4,6,,3,1,6,1,6,1,2,2,6,1,6,1,,2,2,6,1,5,1,4,1,5,1,6,1,,6,1,6,1,4,2,3,2,4,1,5,1,,2,1,1,1,1,1,,2,2,1,2,1,1,,1,1,1,1,1,1,2,33,0,0,0,0,0,0,1,0,0,0,0,5,2,6,8,,2
1,6318aed60b7ae5e0c899d3ee,,2,6,5,4,4,1,6,,4,1,3,6,2,5,2,,2,2,5,4,6,6,,6,1,6,1,6,1,5,1,6,1,5,1,,1,2,5,1,3,1,5,1,1,2,5,1,,4,1,5,1,4,1,5,1,6,1,4,1,,2,1,1,1,1,1,,2,1,2,2,2,1,,2,1,1,1,1,1,1,51,1,0,0,0,0,0,0,0,0,0,0,5,2,4,9,,3
1,60a546b01830edd7fea03131,,5,5,3,4,4,2,6,,4,1,4,4,2,4,4,,2,4,3,4,4,4,,6,1,5,1,4,1,2,2,4,1,6,1,,2,2,6,1,4,1,4,1,3,2,2,2,,4,1,3,1,3,1,3,1,3,2,4,1,,1,1,1,2,2,1,,2,1,1,2,2,2,,2,2,2,2,2,1,2,49,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,,5
1,5751e9f9eb80c4000741a65d,,2,4,2,4,4,2,6,,4,1,5,4,2,4,2,,1,4,4,3,6,4,,6,,6,,6,,3,,6,,6,,,,2,6,,6,,5,,6,,6,,,4,,5,,6,,6,,6,,6,,,1,1,1,1,1,1,,2,1,1,1,1,1,,1,1,1,1,1,1,5,36,1,0,0,0,0,0,0,0,0,0,0,2,2,1,9,,2
1,5db09b3a9611830016dd495b,,6,6,2,6,6,3,6,,5,1,4,6,1,6,1,,2,2,2,1,6,6,,6,1,6,1,6,1,5,1,5,1,6,1,,1,2,6,1,6,1,4,1,6,1,6,1,,3,1,6,1,5,1,3,1,6,1,6,1,,2,1,1,2,1,1,,2,2,1,2,2,1,,1,1,2,1,1,2,5,35,1,0,0,0,0,0,0,0,0,0,0,2,2,2,9,,1
1,62ea8339a4dda94a52915422,,5,5,5,6,5,5,4,,4,5,4,6,2,5,5,,5,3,5,5,5,6,,4,1,5,1,5,1,3,2,3,2,3,2,,2,2,3,2,4,1,5,1,5,1,5,1,,3,1,5,1,4,1,3,2,3,2,5,1,,1,1,1,2,2,1,,1,1,1,1,2,1,,1,1,1,1,2,2,2,27,1,0,0,0,0,0,0,0,0,0,0,5,1,4,9,,6
1,6290d31f19515090b1e92b5e,,6,6,4,5,6,6,6,,3,5,4,6,6,5,5,,6,5,3,4,5,6,,5,1,6,1,6,1,4,1,5,1,6,1,,2,1,6,1,6,1,3,1,4,2,5,1,,4,1,5,1,6,1,5,1,6,1,6,1,,2,1,1,2,2,1,,2,1,1,2,2,1,,2,1,1,1,1,1,1,26,1,0,0,0,0,0,0,0,0,0,0,3,2,1,9,,2
1,62fb7948bd13412865275d1e,,4,4,2,4,5,2,6,,6,3,3,6,3,6,2,,4,3,3,3,6,6,,6,1,1,1,6,1,2,1,6,1,1,1,,1,2,1,2,1,2,1,1,1,2,2,1,,1,1,2,1,1,2,1,2,1,1,3,1,,2,1,1,2,1,1,,2,1,2,2,2,1,,2,1,1,2,1,1,1,52,1,0,0,0,0,0,0,0,0,0,0,3,1,3,9,,3
1,5e650fec316ae12828fbf5dd,,4,3,3,4,4,3,4,,5,3,4,4,4,4,3,,2,4,4,4,4,3,,6,1,6,1,6,1,4,1,6,1,6,1,,1,2,3,1,5,1,5,1,6,1,6,1,,5,1,5,1,5,1,5,1,6,1,6,1,,1,1,1,2,1,1,,2,2,1,1,1,1,,2,2,2,2,1,1,1,28,1,0,0,0,0,0,0,0,0,0,0,2,2,5,9,,6
1,5ec300b3f3df631383fb27e0,,3,5,5,6,5,6,6,,5,6,5,4,4,6,3,,5,5,5,4,4,5,,2,2,5,2,5,2,2,2,5,2,6,2,,6,2,5,2,4,2,3,2,1,2,3,2,,5,2,3,2,4,2,5,2,4,2,5,2,,2,1,1,2,1,1,,1,1,2,2,2,1,,2,2,2,1,1,1,1,21,0,0,1,0,0,0,0,0,0,0,0,3,1,3,2,,6
1,5f5f9abee1b79f0164c7ebad,,3,4,2,4,6,4,6,,4,3,3,5,3,5,2,,2,1,3,1,5,3,,5,1,4,1,4,1,6,1,3,1,3,1,,4,1,2,1,3,1,2,1,4,1,5,1,,3,1,5,1,3,1,2,1,2,1,4,1,,1,1,1,1,1,1,,2,1,2,2,2,1,,2,1,2,1,1,2,2,30,0,0,1,0,0,0,0,0,0,0,0,3,2,1,9,,3
1,5aa462af873cda00010d5b51,,6,6,6,6,6,6,6,,4,5,5,6,3,6,4,,3,3,4,4,6,6,,4,,5,,5,,3,,5,,4,,,5,1,4,1,4,1,3,2,3,1,4,1,,3,2,4,1,3,2,1,2,4,1,4,1,,2,1,1,2,1,2,,1,1,1,2,2,1,,1,1,1,2,2,1,2,37,1,0,0,0,0,0,0,0,0,0,0,6,1,2,3,,7
1,6147475c5732d9ec37ac208a,,3,5,4,6,4,4,5,,4,4,3,4,2,4,2,,5,3,3,2,6,4,,5,1,6,1,6,1,6,1,6,1,5,1,,1,1,5,1,5,1,6,1,6,1,6,1,,5,1,6,1,6,1,5,1,6,1,6,1,,2,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,5,29,0,0,1,0,0,0,0,0,0,0,0,6,2,4,9,,4
1,5d4927e399f83a00152bad4c,,4,4,2,3,5,3,5,,3,3,3,4,2,3,2,,3,2,2,2,6,4,,4,,4,,4,,3,,4,,4,,,1,,5,,5,,5,,5,,5,,,5,,4,,4,,3,,3,,3,,,2,1,1,1,1,1,,2,1,1,2,1,1,,2,2,2,1,1,2,1,49,1,0,0,0,0,0,0,0,0,0,0,5,2,2,9,,6
1,61684a263a8f291d6b91bc71,,4,5,5,3,6,4,5,,5,3,3,4,2,4,5,,2,3,5,5,4,5,,5,1,6,1,6,1,5,2,6,1,6,1,,6,2,5,1,5,1,5,1,6,1,6,1,,5,1,5,1,4,2,6,1,6,1,5,1,,2,1,1,2,1,1,,1,1,1,1,2,2,,1,2,1,1,1,1,2,70,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,,5
1,5d24e1153e29d00001b3b9b1,,3,5,3,2,4,2,5,,4,3,2,6,2,5,3,,2,2,5,3,5,5,,5,1,4,1,5,1,1,2,6,1,6,1,,2,2,4,1,6,1,5,1,5,2,5,1,,6,1,4,1,5,1,3,1,4,1,4,1,,2,1,1,1,2,1,,1,2,2,2,2,1,,1,1,2,1,1,1,2,36,1,0,0,0,0,0,0,0,0,0,0,5,1,2,9,,4
1,5a9be9db6219a30001d34f1b,,4,5,4,3,5,2,5,,2,1,2,5,1,2,4,,1,1,4,5,3,5,,5,1,6,1,6,1,6,1,6,1,6,1,,5,2,6,1,6,1,6,1,4,2,6,1,,6,1,6,1,4,2,5,1,5,2,5,2,,2,1,1,2,1,1,,1,1,1,2,2,2,,1,2,2,1,2,2,2,35,0,0,1,0,0,0,0,0,0,0,0,4,1,3,3,,3
1,5e2c96a6ec357b2b16b15d31,,5,5,4,6,6,3,5,,3,1,2,6,1,2,3,,1,1,3,3,6,6,,5,1,6,1,6,1,6,1,6,1,6,1,,1,2,5,1,5,1,6,1,6,1,6,1,,6,1,6,1,6,1,6,1,,,6,1,,2,1,1,1,1,1,,2,1,1,1,1,1,,1,1,1,1,1,1,2,64,1,0,0,0,0,0,0,0,0,0,0,5,2,1,9,,3
1,5a75d51a0f1bce0001219703,,6,6,6,5,6,3,5,,6,3,6,5,1,6,6,,2,1,6,5,6,5,,5,1,6,1,6,1,3,1,6,1,2,2,,5,2,6,1,6,1,5,2,6,2,5,1,,6,1,6,1,5,1,6,1,5,1,6,1,,2,1,1,2,1,2,,2,1,1,1,2,2,,1,1,2,1,1,1,2,65,1,0,0,0,0,0,0,0,0,0,0,3,2,2,9,,4
1,5efa4bdaca4722143101c0bc,,6,4,6,6,6,2,4,,5,2,4,4,1,6,4,,1,3,6,5,6,6,,1,2,6,1,2,1,2,2,6,1,4,1,,3,1,3,1,6,1,3,1,6,1,6,1,,3,1,3,1,3,1,1,2,4,1,4,1,,2,1,1,1,1,1,,1,2,1,1,1,1,,2,1,1,1,1,2,2,49,1,0,0,0,0,0,0,0,0,0,0,5,1,1,2,,2
1,62aafc158158c81d6683707e,,5,4,5,2,6,2,4,,3,1,4,3,1,3,4,,1,3,5,3,4,3,,5,1,6,1,3,2,2,2,4,1,2,2,,1,2,3,1,4,1,3,1,3,1,5,1,,4,1,5,1,5,1,3,1,4,1,3,1,,1,1,1,2,1,1,,2,1,1,2,2,1,,2,1,2,1,1,1,1,43,1,0,0,0,0,0,0,0,0,0,0,5,1,4,9,,3
1,62ff9db265e75468236285cd,,5,4,4,3,4,3,5,,3,3,3,4,2,4,3,,3,2,3,3,3,4,,5,1,6,1,5,1,2,2,6,1,4,2,,3,2,5,1,5,1,4,2,6,1,6,1,,4,1,5,1,4,1,4,2,6,1,5,1,,2,1,1,2,1,2,,2,1,1,2,2,2,,2,1,2,1,1,2,2,32,1,0,0,0,0,0,0,0,0,0,0,5,1,2,9,,6
1,59a02221ec2f75000124edea,,6,4,5,6,6,5,4,,4,4,3,4,1,5,4,,1,2,6,5,5,5,,4,1,6,1,6,1,6,2,6,1,6,1,,6,2,6,2,6,1,5,2,5,2,6,2,,6,2,6,2,6,1,6,1,6,1,6,2,,1,1,1,2,1,1,,2,2,1,2,2,1,,2,1,2,1,1,1,2,36,1,0,0,0,0,0,0,0,0,0,0,5,1,4,2,,8
1,6393630a94cf916e41ceb5e3,,3,5,3,6,6,6,4,,3,4,4,4,2,5,2,,4,5,2,1,5,4,,2,2,3,1,3,1,5,1,5,1,6,1,,1,2,2,2,5,1,2,2,6,1,4,1,,4,1,5,1,2,2,1,2,2,2,4,1,,2,1,1,1,1,1,,2,2,2,2,1,1,,2,1,1,1,1,2,1,24,0,0,1,0,0,0,0,0,0,0,0,5,2,4,9,,6
1,63038447d0c5dcd172581321,,5,5,4,6,5,5,4,,5,5,6,5,3,6,3,,3,5,5,3,5,6,,4,1,4,1,6,1,6,1,6,1,6,1,,1,2,5,1,4,1,6,1,6,1,6,1,,4,1,6,1,5,1,3,1,5,1,3,1,,1,1,1,1,1,1,,2,1,2,1,1,1,,2,1,1,1,1,1,2,32,0,1,0,0,0,0,0,0,0,0,0,5,2,2,3,,5
1,5df8e031f9e750657a93aed8,,6,6,6,5,6,5,6,,4,5,4,5,2,4,5,,3,3,5,4,3,6,,3,,6,,6,,1,,3,,6,,,6,,2,,6,,4,,5,,6,,,3,,3,,4,,6,,6,,6,,,2,1,1,2,1,1,,1,1,1,1,1,1,,2,2,1,1,1,1,2,30,0,0,0,0,1,0,0,0,0,0,0,6,2,2,3,,3
1,612a87998958706392797405,,5,6,5,6,6,5,6,,6,3,4,5,2,6,2,,2,3,4,2,6,4,,6,1,6,1,6,1,6,2,4,1,6,1,,6,1,6,1,5,1,5,1,2,2,5,1,,5,1,6,1,5,1,6,1,6,1,6,1,,1,2,1,2,2,1,,1,1,1,1,2,1,,1,1,1,1,1,1,2,33,0,0,1,0,0,0,0,0,0,0,0,6,1,2,2,,6
1,5dfe9f9e19232db3171c8341,,6,5,6,5,5,4,5,,5,4,4,6,3,5,4,,3,4,3,3,5,5,,5,1,4,1,6,1,5,1,5,1,5,1,,6,2,5,1,6,1,5,1,4,2,5,1,,4,1,6,1,5,1,4,1,5,1,5,1,,1,1,1,1,1,1,,2,1,1,2,1,1,,1,1,1,1,1,1,2,33,1,0,0,0,0,0,0,0,0,0,0,5,1,4,9,,2
1,634721c3ca45cbf1e1915dbc,,3,2,3,4,4,4,4,,3,2,3,4,2,4,3,,3,3,4,4,4,5,,6,1,6,1,6,1,3,2,6,1,6,1,,2,2,6,1,6,1,5,2,4,2,5,1,,4,2,3,2,6,1,6,1,6,1,6,1,,1,1,1,2,1,1,,2,1,1,1,1,1,,2,2,1,1,1,1,1,47,0,0,0,0,0,0,0,0,0,1,0,7,1,4,5,,6
1,60ee169032f6e0601e4c2f71,,3,5,2,3,5,1,5,,5,2,4,4,3,5,3,,2,3,4,2,4,5,,4,1,4,1,5,1,5,1,5,1,6,1,,1,2,5,1,5,1,4,1,5,1,5,,,6,1,6,1,6,1,6,1,5,1,5,1,,1,1,1,1,1,1,,2,1,1,1,1,1,,1,1,1,1,1,1,1,22,0,0,0,0,0,0,0,0,0,0,1,5,2,2,9,,4
1,62e0230b16c7be0cfce852f5,,5,5,4,4,4,4,4,,4,4,4,4,4,4,5,,5,4,5,4,4,4,,5,1,6,1,5,1,4,1,4,2,5,1,,1,2,4,1,5,1,1,2,3,2,3,2,,3,2,3,1,2,2,4,1,3,1,4,1,,2,1,1,2,2,1,,2,1,1,2,2,2,,2,2,2,2,2,2,1,27,0,0,1,0,0,0,0,0,0,0,0,3,2,3,9,,9
1,5961076cee166f00019591bf,,5,6,6,5,6,5,6,,5,3,4,6,4,5,4,,2,2,6,5,6,5,,6,,6,,6,,6,,6,,6,,,,2,6,,6,,6,,6,,6,,,6,,6,,6,,6,,6,,6,,,1,1,1,1,1,1,,2,1,1,1,1,1,,1,1,1,1,1,1,1,25,1,0,0,0,0,0,0,0,0,0,0,5,2,2,9,,2
1,607f6a3e3157ca7c42964372,,4,6,6,3,6,3,6,,3,2,2,4,1,5,5,,2,2,6,6,3,6,,5,1,6,1,6,1,4,2,6,1,5,2,,6,1,6,1,6,1,6,1,5,1,6,1,,4,2,5,1,5,1,6,1,6,1,6,1,,2,1,1,2,2,2,,1,2,2,2,2,2,,2,2,2,1,1,1,2,39,0,0,0,0,0,0,0,1,0,0,0,2,1,1,7,,2
1,5c93df6d17c3e400178b2c7a,,6,4,6,4,6,3,4,,5,2,5,5,2,5,4,,4,3,5,4,5,6,,4,1,4,1,4,1,1,2,4,1,4,1,,1,2,4,1,2,1,1,2,1,2,4,1,,4,1,4,1,3,2,3,1,4,1,3,2,,1,1,1,2,1,1,,2,,2,2,2,2,,1,1,2,2,1,2,2,61,1,0,0,0,0,0,0,0,0,0,0,2,1,4,9,,11
1,62348000cc3306d2a40d2e81,,5,5,4,4,3,3,4,,3,2,3,4,2,3,3,,3,3,4,3,4,5,,3,2,5,1,5,1,3,2,3,2,4,1,,1,2,4,1,6,1,3,2,2,2,2,2,,4,1,4,1,2,2,5,1,6,1,1,2,,2,1,1,2,2,1,,2,1,1,2,2,2,,1,1,2,1,1,2,2,40,1,0,0,0,0,0,0,0,0,0,0,5,1,3,9,,6
1,5cdf261ed4b2a30001dd697b,,6,6,6,4,6,5,6,,3,4,4,4,4,3,3,,4,3,6,5,5,5,,4,1,6,1,6,1,3,2,5,1,6,1,,5,1,6,1,6,1,3,2,2,2,3,2,,4,1,5,1,3,1,6,1,6,1,6,1,,2,1,1,2,1,1,,2,1,1,2,2,2,,2,1,2,1,1,1,2,38,0,0,0,0,0,0,0,0,0,1,0,5,1,2,7,,6
1,5c8c20361bb19f00169d4f63,,6,5,4,5,5,5,5,,5,3,4,5,2,5,2,,3,1,5,2,5,6,,6,1,6,1,6,1,3,1,5,1,5,1,,1,2,5,1,6,1,5,1,3,1,5,1,,4,1,3,1,4,1,2,2,4,1,3,2,,1,1,1,2,1,1,,2,1,1,2,1,1,,2,1,1,2,1,2,2,28,1,0,0,0,0,0,0,0,0,0,0,5,2,3,9,,2
1,59e7c8eabbb1380001621d28,,6,6,6,1,6,2,6,,6,2,6,6,1,6,6,,3,1,6,6,2,6,,6,1,6,1,6,1,4,1,6,1,6,1,,6,1,4,1,4,1,3,2,2,2,3,2,,2,1,4,1,2,2,2,1,3,1,3,2,,2,1,1,2,1,1,,1,2,2,2,2,2,,2,2,2,2,2,2,2,42,0,0,0,1,0,0,0,0,0,0,0,6,2,3,1,,5
1,5a59c757f6c517000194f97d,,4,4,3,4,5,6,3,,4,5,5,5,4,4,3,,4,2,6,4,5,6,,5,1,5,1,6,1,4,1,6,1,6,1,,6,1,6,1,5,1,5,1,4,1,5,1,,6,1,6,1,5,1,5,1,6,1,6,1,,2,2,2,2,2,1,,1,1,1,2,2,2,,2,1,2,2,1,2,2,42,1,0,0,0,0,0,0,0,0,0,0,4,1,4,9,,7
1,5faca74d85140a2c931bd265,,5,6,5,6,6,2,6,,5,2,4,6,3,5,4,,2,1,6,4,6,6,,6,1,6,1,6,1,3,2,6,1,6,1,,2,2,6,1,6,1,4,2,6,1,6,1,,6,1,4,2,4,2,6,1,6,1,5,1,,2,1,1,1,1,1,,1,1,1,2,2,2,,2,2,2,1,1,2,2,26,1,0,0,0,0,0,0,0,0,0,0,6,1,2,9,,2
1,60acb27d9223b045a5175907,,5,4,5,4,5,5,5,,4,5,5,5,4,4,4,,3,4,5,4,6,5,,5,1,4,1,5,1,5,1,5,1,5,1,,,2,5,1,5,1,4,1,5,1,5,1,,4,1,5,1,5,1,4,1,5,1,5,1,,2,1,1,1,1,1,,2,1,1,1,1,1,,1,1,1,1,1,1,1,28,1,0,0,0,0,0,0,0,0,0,0,5,2,2,9,,4
1,62d1aa8291752750eb5bd4a7,,5,4,6,4,4,4,4,,3,4,2,4,5,5,6,,5,2,4,5,4,4,,2,2,6,1,4,1,3,2,4,1,5,1,,1,2,4,2,2,2,1,2,2,2,3,2,,5,1,1,2,4,1,4,2,5,1,5,1,,2,1,1,2,2,1,,2,1,2,2,2,2,,1,2,2,1,1,1,1,26,1,0,0,0,0,0,0,0,0,0,0,3,2,2,9,,6
